subset	model	method	topk_detection_precision	topk_detection_recall	topk_detection_f1	topk_detection_hit_rate	conformal_detection_precision	conformal_detection_recall	conformal_detection_f1	conformal_detection_hit_rate	acc@1	acc@2	acc@3	mrr@3	tol_acc@1	tol_acc@2	tol_acc@3	tol_acc@4	tol_acc@5	auroc	auprc	n
code	qwen3.5-27b	stepfinder-alg.s46	0.1024	0.2992	0.1522	0.2992					0.0472	0.1575	0.2992	0.1496	0.1181	0.3858	0.5276	0.6378	0.7008	0.5805	0.0776	127
code	qwen3.5-27b	stepfinder.s42	0.0472	0.1339	0.0696	0.1339					0.0236	0.1102	0.1339	0.0748	0.1181	0.2126	0.3150	0.3701	0.4961	0.5998	0.0666	127
code	qwen3.5-27b	stepfinder.s43	0.1102	0.3228	0.1640	0.3228					0.0551	0.0866	0.3228	0.1496	0.0787	0.1811	0.4252	0.5748	0.6693	0.6440	0.0805	127
code	qwen3.5-27b	stepfinder.s44	0.0262	0.0709	0.0381	0.0709					0.0315	0.0630	0.0709	0.0499	0.0945	0.1260	0.2598	0.2835	0.3701	0.6118	0.0684	127
code	qwen3.5-27b	stepfinder.s45	0.0919	0.2677	0.1365	0.2677					0.0551	0.1102	0.2677	0.1352	0.1024	0.2126	0.5039	0.5591	0.6299	0.6818	0.0936	127
code	qwen3.5-27b	stepfinder.s46	0.0604	0.1732	0.0892	0.1732					0.0394	0.1181	0.1732	0.0971	0.1102	0.1969	0.2520	0.3228	0.4882	0.6585	0.0885	127
code	qwen3.5-4b	oat.s42	0.0656	0.1890	0.0971	0.1890	0.0749	0.2283	0.1049	0.2283	0.0945	0.1496	0.1890	0.1352	0.3228	0.4646	0.5827	0.6929	0.7323	0.3579	0.0490	127
code	qwen3.5-4b	oat.s43	0.0604	0.1732	0.0892	0.1732	0.0780	0.1969	0.1014	0.1969	0.0945	0.1496	0.1732	0.1299	0.3071	0.4173	0.5197	0.6299	0.6693	0.3447	0.0504	127
code	qwen3.5-4b	oat.s44	0.0604	0.1732	0.0892	0.1732	0.0724	0.2126	0.0983	0.2126	0.0945	0.1575	0.1732	0.1312	0.3150	0.4488	0.5512	0.6535	0.6850	0.3515	0.0496	127
code	qwen3.5-4b	oat.s45	0.0630	0.1811	0.0932	0.1811	0.0634	0.1811	0.0874	0.1811	0.0866	0.1575	0.1811	0.1299	0.2992	0.4016	0.5276	0.6378	0.6614	0.3475	0.0490	127
code	qwen3.5-4b	oat.s46	0.0656	0.1890	0.0971	0.1890	0.0799	0.1890	0.1029	0.1890	0.0945	0.1496	0.1890	0.1352	0.2992	0.4252	0.5512	0.6457	0.6850	0.3592	0.0516	127
code	qwen3.5-4b	stepfinder-alg.s42	0.0184	0.0472	0.0262	0.0472					0.0394	0.0472	0.0472	0.0433	0.0472	0.0551	0.1496	0.1732	0.2205	0.4921	0.0492	127
code	qwen3.5-4b	stepfinder-alg.s43	0.0262	0.0709	0.0381	0.0709					0.0394	0.0551	0.0709	0.0525	0.0945	0.1181	0.2441	0.2520	0.2992	0.3492	0.0420	127
code	qwen3.5-4b	stepfinder-alg.s44	0.0262	0.0709	0.0381	0.0709					0.0315	0.0551	0.0709	0.0486	0.0787	0.1181	0.2047	0.2598	0.3071	0.3722	0.0417	127
code	qwen3.5-4b	stepfinder-alg.s45	0.0315	0.0866	0.0459	0.0866					0.0472	0.0551	0.0866	0.0617	0.0630	0.0787	0.1654	0.2126	0.2520	0.4553	0.0465	127
code	qwen3.5-4b	stepfinder-alg.s46	0.0184	0.0472	0.0262	0.0472					0.0315	0.0472	0.0472	0.0394	0.0945	0.1339	0.1969	0.3150	0.3543	0.3709	0.0396	127
code	qwen3.5-4b	stepfinder.s42	0.0315	0.0866	0.0459	0.0866					0.0315	0.0709	0.0866	0.0564	0.1260	0.1496	0.3701	0.4016	0.4488	0.4975	0.0543	127
code	qwen3.5-4b	stepfinder.s43	0.0472	0.1339	0.0696	0.1339					0.0315	0.0709	0.1339	0.0722	0.1260	0.2756	0.4961	0.5827	0.6378	0.6529	0.0850	127
code	qwen3.5-4b	stepfinder.s44	0.0262	0.0709	0.0381	0.0709					0.0394	0.0472	0.0709	0.0512	0.0945	0.1102	0.1969	0.2205	0.2598	0.4899	0.0529	127
code	qwen3.5-4b	stepfinder.s45	0.0315	0.0866	0.0459	0.0866					0.0394	0.0551	0.0866	0.0577	0.0630	0.0709	0.1496	0.1732	0.2441	0.4677	0.0506	127
code	qwen3.5-4b	stepfinder.s46	0.0315	0.0866	0.0459	0.0866					0.0394	0.0709	0.0866	0.0604	0.0472	0.0551	0.1181	0.1339	0.1811	0.4339	0.0495	127
code	qwen3.5-9b	oat.s42	0.0656	0.1890	0.0971	0.1890	0.0688	0.1969	0.0922	0.1969	0.0945	0.1575	0.1890	0.1365	0.3071	0.4488	0.5276	0.6299	0.6772	0.3379	0.0489	127
code	qwen3.5-9b	oat.s43	0.0656	0.1890	0.0971	0.1890	0.0622	0.1811	0.0830	0.1811	0.0866	0.1496	0.1890	0.1312	0.3150	0.4173	0.4882	0.5827	0.6299	0.3437	0.0486	127
code	qwen3.5-9b	oat.s44	0.0577	0.1654	0.0853	0.1654	0.0707	0.1969	0.0940	0.1969	0.0945	0.1496	0.1654	0.1273	0.3071	0.4409	0.5197	0.6142	0.6457	0.3427	0.0487	127
code	qwen3.5-9b	oat.s45	0.0577	0.1654	0.0853	0.1654	0.0608	0.1890	0.0841	0.1890	0.1024	0.1417	0.1654	0.1299	0.3307	0.4488	0.5276	0.6378	0.6772	0.3439	0.0472	127
code	qwen3.5-9b	oat.s46	0.0656	0.1890	0.0971	0.1890	0.0833	0.1732	0.1028	0.1732	0.1024	0.1732	0.1890	0.1430	0.3228	0.4331	0.5039	0.5906	0.6457	0.3437	0.0485	127
code	qwen3.5-9b	stepfinder-alg.s42	0.1286	0.3780	0.1916	0.3780					0.1811	0.3071	0.3780	0.2677	0.2992	0.4488	0.5827	0.6457	0.7087	0.5986	0.1443	127
code	qwen3.5-9b	stepfinder-alg.s43	0.0761	0.2205	0.1129	0.2205					0.0315	0.1102	0.2205	0.1076	0.1181	0.1811	0.3071	0.3701	0.5827	0.6035	0.0809	127
code	qwen3.5-9b	stepfinder-alg.s44	0.0761	0.2205	0.1129	0.2205					0.0315	0.0630	0.2205	0.0997	0.0551	0.1496	0.4173	0.4961	0.5591	0.5339	0.0560	127
code	qwen3.5-9b	stepfinder-alg.s45	0.1234	0.3622	0.1837	0.3622					0.0394	0.1969	0.3622	0.1732	0.0787	0.1732	0.4331	0.4961	0.5669	0.5994	0.0728	127
code	qwen3.5-9b	stepfinder-alg.s46	0.0262	0.0709	0.0381	0.0709					0.0472	0.0630	0.0709	0.0577	0.0630	0.0787	0.1732	0.2126	0.2677	0.4022	0.0465	127
code	qwen3.5-9b	stepfinder.s42	0.0262	0.0709	0.0381	0.0709					0.0472	0.0630	0.0709	0.0577	0.0551	0.0709	0.1654	0.1811	0.2441	0.6241	0.0667	127
code	qwen3.5-9b	stepfinder.s43	0.0315	0.0866	0.0459	0.0866					0.0236	0.0787	0.0866	0.0538	0.0472	0.1969	0.4488	0.5276	0.5827	0.6148	0.0773	127
code	qwen3.5-9b	stepfinder.s44	0.0289	0.0787	0.0420	0.0787					0.0394	0.0551	0.0787	0.0551	0.0472	0.0630	0.1417	0.1811	0.2283	0.5938	0.0624	127
code	qwen3.5-9b	stepfinder.s45	0.0315	0.0866	0.0459	0.0866					0.0315	0.0472	0.0866	0.0525	0.0866	0.2835	0.3780	0.4331	0.4961	0.6573	0.0883	127
code	qwen3.5-9b	stepfinder.s46	0.0315	0.0866	0.0459	0.0866					0.0394	0.0787	0.0866	0.0617	0.0472	0.1260	0.3858	0.4646	0.5354	0.5588	0.0595	127
