model	subset	method	status	rows	expected	no_pred	fmt_fail
qwen3.5-9b	gaia	stepfinder-pca.s44	DONE	50	50	0	0
qwen3.5-9b	gaia	stepfinder-pca.s45	DONE	50	50	0	0
qwen3.5-9b	gaia	stepfinder-pca.s46	DONE	50	50	0	0
qwen3.5-9b	hotpot	stepfinder-pca.s42	DONE	578	578	0	0
qwen3.5-9b	hotpot	stepfinder-pca.s43	DONE	578	578	0	0
qwen3.5-9b	hotpot	stepfinder-pca.s44	DONE	578	578	0	0
qwen3.5-9b	hotpot	stepfinder-pca.s45	DONE	578	578	0	0
qwen3.5-9b	hotpot	stepfinder-pca.s46	DONE	578	578	0	0
qwen3.5-9b	math500	stepfinder-pca.s42	DONE	157	157	0	0
qwen3.5-9b	math500	stepfinder-pca.s43	DONE	157	157	0	0
qwen3.5-9b	math500	stepfinder-pca.s44	DONE	157	157	0	0
qwen3.5-9b	math500	stepfinder-pca.s45	DONE	157	157	0	0
qwen3.5-9b	math500	stepfinder-pca.s46	DONE	157	157	0	0
qwen3.5-9b	mmlu_pro	stepfinder-pca.s42	DONE	92	92	0	0
qwen3.5-9b	mmlu_pro	stepfinder-pca.s43	DONE	92	92	0	0
qwen3.5-9b	mmlu_pro	stepfinder-pca.s44	DONE	92	92	0	0
qwen3.5-9b	mmlu_pro	stepfinder-pca.s45	DONE	92	92	0	0
qwen3.5-9b	mmlu_pro	stepfinder-pca.s46	DONE	92	92	0	0
qwen3.5-9b	musique	stepfinder-pca.s42	DONE	312	312	0	0
qwen3.5-9b	musique	stepfinder-pca.s43	DONE	312	312	0	0
qwen3.5-9b	musique	stepfinder-pca.s44	DONE	312	312	0	0
qwen3.5-9b	musique	stepfinder-pca.s45	DONE	312	312	0	0
qwen3.5-9b	musique	stepfinder-pca.s46	DONE	312	312	0	0
qwen3.5-9b	wikimqa	stepfinder-pca.s42	DONE	733	733	0	0
qwen3.5-9b	wikimqa	stepfinder-pca.s43	DONE	733	733	0	0
qwen3.5-9b	wikimqa	stepfinder-pca.s44	DONE	733	733	0	0
qwen3.5-9b	wikimqa	stepfinder-pca.s45	DONE	733	733	0	0
qwen3.5-9b	wikimqa	stepfinder-pca.s46	DONE	733	733	0	0
deepseek-8b	arc	stepfinder-pca.s42	DONE	304	304	0	0
deepseek-8b	arc	stepfinder-pca.s43	DONE	304	304	0	0
deepseek-8b	arc	stepfinder-pca.s44	DONE	304	304	0	0
deepseek-8b	arc	stepfinder-pca.s45	DONE	304	304	0	0
deepseek-8b	arc	stepfinder-pca.s46	DONE	304	304	0	0
deepseek-8b	gaia	stepfinder-pca.s42	DONE	50	50	0	0
deepseek-8b	gaia	stepfinder-pca.s43	DONE	50	50	0	0
deepseek-8b	gaia	stepfinder-pca.s44	DONE	50	50	0	0
deepseek-8b	gaia	stepfinder-pca.s45	DONE	50	50	0	0
deepseek-8b	gaia	stepfinder-pca.s46	DONE	50	50	0	0
deepseek-8b	hotpot	stepfinder-pca.s42	DONE	578	578	0	0
deepseek-8b	hotpot	stepfinder-pca.s43	DONE	578	578	0	0
deepseek-8b	hotpot	stepfinder-pca.s44	DONE	578	578	0	0
deepseek-8b	hotpot	stepfinder-pca.s45	DONE	578	578	0	0
deepseek-8b	hotpot	stepfinder-pca.s46	DONE	578	578	0	0
deepseek-8b	math500	stepfinder-pca.s42	DONE	157	157	0	0
deepseek-8b	math500	stepfinder-pca.s43	DONE	157	157	0	0
deepseek-8b	math500	stepfinder-pca.s44	DONE	157	157	0	0
deepseek-8b	math500	stepfinder-pca.s45	DONE	157	157	0	0
deepseek-8b	math500	stepfinder-pca.s46	DONE	157	157	0	0
deepseek-8b	mmlu_pro	stepfinder-pca.s42	DONE	92	92	0	0
deepseek-8b	mmlu_pro	stepfinder-pca.s43	DONE	92	92	0	0
deepseek-8b	mmlu_pro	stepfinder-pca.s44	DONE	92	92	0	0
deepseek-8b	mmlu_pro	stepfinder-pca.s45	DONE	92	92	0	0
deepseek-8b	mmlu_pro	stepfinder-pca.s46	DONE	92	92	0	0
deepseek-8b	musique	stepfinder-pca.s42	DONE	312	312	0	0
deepseek-8b	musique	stepfinder-pca.s43	DONE	312	312	0	0
deepseek-8b	musique	stepfinder-pca.s44	DONE	312	312	0	0
deepseek-8b	musique	stepfinder-pca.s45	DONE	312	312	0	0
deepseek-8b	musique	stepfinder-pca.s46	DONE	312	312	0	0
deepseek-8b	wikimqa	stepfinder-pca.s42	DONE	733	733	0	0
deepseek-8b	wikimqa	stepfinder-pca.s43	DONE	733	733	0	0
deepseek-8b	wikimqa	stepfinder-pca.s44	DONE	733	733	0	0
deepseek-8b	wikimqa	stepfinder-pca.s45	DONE	733	733	0	0
deepseek-8b	wikimqa	stepfinder-pca.s46	DONE	733	733	0	0
qwen3.5-4b	arc	stepfinder-pca.s42	DONE	304	304	0	0
qwen3.5-4b	arc	stepfinder-pca.s43	DONE	304	304	0	0
qwen3.5-4b	arc	stepfinder-pca.s44	DONE	304	304	0	0
qwen3.5-4b	arc	stepfinder-pca.s45	DONE	304	304	0	0
qwen3.5-4b	arc	stepfinder-pca.s46	DONE	304	304	0	0
qwen3.5-4b	gaia	stepfinder-pca.s42	DONE	50	50	0	0
qwen3.5-4b	gaia	stepfinder-pca.s43	DONE	50	50	0	0
qwen3.5-4b	gaia	stepfinder-pca.s44	DONE	50	50	0	0
qwen3.5-4b	gaia	stepfinder-pca.s45	DONE	50	50	0	0
qwen3.5-4b	gaia	stepfinder-pca.s46	DONE	50	50	0	0
qwen3.5-4b	hotpot	stepfinder-pca.s42	DONE	578	578	0	0
qwen3.5-4b	hotpot	stepfinder-pca.s43	DONE	578	578	0	0
qwen3.5-4b	hotpot	stepfinder-pca.s44	DONE	578	578	0	0
qwen3.5-4b	hotpot	stepfinder-pca.s45	DONE	578	578	0	0
qwen3.5-4b	hotpot	stepfinder-pca.s46	DONE	578	578	0	0
qwen3.5-4b	math500	stepfinder-pca.s42	DONE	157	157	0	0
qwen3.5-4b	math500	stepfinder-pca.s43	DONE	157	157	0	0
qwen3.5-4b	math500	stepfinder-pca.s44	DONE	157	157	0	0
qwen3.5-4b	math500	stepfinder-pca.s45	DONE	157	157	0	0
qwen3.5-4b	math500	stepfinder-pca.s46	DONE	157	157	0	0
qwen3.5-4b	mmlu_pro	stepfinder-pca.s42	DONE	92	92	0	0
qwen3.5-4b	mmlu_pro	stepfinder-pca.s43	DONE	92	92	0	0
qwen3.5-4b	mmlu_pro	stepfinder-pca.s44	DONE	92	92	0	0
qwen3.5-4b	mmlu_pro	stepfinder-pca.s45	DONE	92	92	0	0
qwen3.5-4b	mmlu_pro	stepfinder-pca.s46	DONE	92	92	0	0
qwen3.5-4b	musique	stepfinder-pca.s42	DONE	312	312	0	0
qwen3.5-4b	musique	stepfinder-pca.s43	DONE	312	312	0	0
qwen3.5-4b	musique	stepfinder-pca.s44	DONE	312	312	0	0
qwen3.5-4b	musique	stepfinder-pca.s45	DONE	312	312	0	0
qwen3.5-4b	musique	stepfinder-pca.s46	DONE	312	312	0	0
qwen3.5-4b	wikimqa	stepfinder-pca.s42	DONE	733	733	0	0
qwen3.5-4b	wikimqa	stepfinder-pca.s43	DONE	733	733	0	0
qwen3.5-4b	wikimqa	stepfinder-pca.s44	DONE	733	733	0	0
qwen3.5-4b	wikimqa	stepfinder-pca.s45	DONE	733	733	0	0
qwen3.5-4b	wikimqa	stepfinder-pca.s46	DONE	733	733	0	0
qwen3-14b	arc	stepfinder-pca.s42	DONE	304	304	0	0
qwen3-14b	arc	stepfinder-pca.s43	DONE	304	304	0	0
qwen3-14b	arc	stepfinder-pca.s44	DONE	304	304	0	0
qwen3-14b	arc	stepfinder-pca.s45	DONE	304	304	0	0
qwen3-14b	arc	stepfinder-pca.s46	DONE	304	304	0	0
qwen3-14b	gaia	stepfinder-pca.s42	DONE	50	50	0	0
qwen3-14b	gaia	stepfinder-pca.s43	DONE	50	50	0	0
qwen3-14b	gaia	stepfinder-pca.s44	DONE	50	50	0	0
qwen3-14b	gaia	stepfinder-pca.s45	DONE	50	50	0	0
qwen3-14b	gaia	stepfinder-pca.s46	DONE	50	50	0	0
qwen3-14b	hotpot	stepfinder-pca.s42	DONE	578	578	0	0
qwen3-14b	hotpot	stepfinder-pca.s43	DONE	578	578	0	0
qwen3-14b	hotpot	stepfinder-pca.s44	DONE	578	578	0	0
qwen3-14b	hotpot	stepfinder-pca.s45	DONE	578	578	0	0
qwen3-14b	hotpot	stepfinder-pca.s46	DONE	578	578	0	0
qwen3-14b	math500	stepfinder-pca.s42	DONE	157	157	0	0
qwen3-14b	math500	stepfinder-pca.s43	DONE	157	157	0	0
qwen3-14b	math500	stepfinder-pca.s44	DONE	157	157	0	0
qwen3-14b	math500	stepfinder-pca.s45	DONE	157	157	0	0
qwen3-14b	math500	stepfinder-pca.s46	DONE	157	157	0	0
qwen3-14b	mmlu_pro	stepfinder-pca.s42	DONE	92	92	0	0
qwen3-14b	mmlu_pro	stepfinder-pca.s43	DONE	92	92	0	0
qwen3-14b	mmlu_pro	stepfinder-pca.s44	DONE	92	92	0	0
qwen3-14b	mmlu_pro	stepfinder-pca.s45	DONE	92	92	0	0
qwen3-14b	mmlu_pro	stepfinder-pca.s46	DONE	92	92	0	0
qwen3-14b	musique	stepfinder-pca.s42	DONE	312	312	0	0
qwen3-14b	musique	stepfinder-pca.s43	DONE	312	312	0	0
qwen3-14b	musique	stepfinder-pca.s44	DONE	312	312	0	0
qwen3-14b	musique	stepfinder-pca.s45	DONE	312	312	0	0
qwen3-14b	musique	stepfinder-pca.s46	DONE	312	312	0	0
qwen3-14b	wikimqa	stepfinder-pca.s42	DONE	733	733	0	0
qwen3-14b	wikimqa	stepfinder-pca.s43	DONE	733	733	0	0
qwen3-14b	wikimqa	stepfinder-pca.s44	DONE	733	733	0	0
qwen3-14b	wikimqa	stepfinder-pca.s45	DONE	733	733	0	0
qwen3-14b	wikimqa	stepfinder-pca.s46	DONE	733	733	0	0
qwen3.5-27b	arc	stepfinder-pca.s42	DONE	304	304	0	0
qwen3.5-27b	arc	stepfinder-pca.s43	DONE	304	304	0	0
qwen3.5-27b	arc	stepfinder-pca.s44	DONE	304	304	0	0
qwen3.5-27b	arc	stepfinder-pca.s45	DONE	304	304	0	0
qwen3.5-27b	arc	stepfinder-pca.s46	DONE	304	304	0	0
qwen3.5-27b	gaia	stepfinder-pca.s42	DONE	50	50	0	0
qwen3.5-27b	gaia	stepfinder-pca.s43	DONE	50	50	0	0
qwen3.5-27b	gaia	stepfinder-pca.s44	DONE	50	50	0	0
qwen3.5-27b	gaia	stepfinder-pca.s45	DONE	50	50	0	0
qwen3.5-27b	gaia	stepfinder-pca.s46	DONE	50	50	0	0
qwen3.5-27b	hotpot	stepfinder-pca.s42	DONE	578	578	0	0
qwen3.5-27b	hotpot	stepfinder-pca.s43	DONE	578	578	0	0
qwen3.5-27b	hotpot	stepfinder-pca.s44	DONE	578	578	0	0
qwen3.5-27b	hotpot	stepfinder-pca.s45	DONE	578	578	0	0
qwen3.5-27b	hotpot	stepfinder-pca.s46	DONE	578	578	0	0
qwen3.5-27b	math500	stepfinder-pca.s42	DONE	157	157	0	0
qwen3.5-27b	math500	stepfinder-pca.s43	DONE	157	157	0	0
qwen3.5-27b	math500	stepfinder-pca.s44	DONE	157	157	0	0
qwen3.5-27b	math500	stepfinder-pca.s45	DONE	157	157	0	0
qwen3.5-27b	math500	stepfinder-pca.s46	DONE	157	157	0	0
qwen3.5-27b	mmlu_pro	stepfinder-pca.s42	DONE	92	92	0	0
qwen3.5-27b	mmlu_pro	stepfinder-pca.s43	DONE	92	92	0	0
qwen3.5-27b	mmlu_pro	stepfinder-pca.s44	DONE	92	92	0	0
qwen3.5-27b	mmlu_pro	stepfinder-pca.s45	DONE	92	92	0	0
qwen3.5-27b	mmlu_pro	stepfinder-pca.s46	DONE	92	92	0	0
qwen3.5-27b	musique	stepfinder-pca.s42	DONE	312	312	0	0
qwen3.5-27b	musique	stepfinder-pca.s43	DONE	312	312	0	0
qwen3.5-27b	musique	stepfinder-pca.s44	DONE	312	312	0	0
qwen3.5-27b	musique	stepfinder-pca.s45	DONE	312	312	0	0
qwen3.5-27b	musique	stepfinder-pca.s46	DONE	312	312	0	0
qwen3.5-27b	wikimqa	stepfinder-pca.s42	DONE	733	733	0	0
qwen3.5-27b	wikimqa	stepfinder-pca.s43	DONE	733	733	0	0
qwen3.5-27b	wikimqa	stepfinder-pca.s44	DONE	733	733	0	0
qwen3.5-27b	wikimqa	stepfinder-pca.s45	DONE	733	733	0	0
qwen3.5-27b	wikimqa	stepfinder-pca.s46	DONE	733	733	0	0
