model	subset	n_val	n_test	n_full	gt_in_prompt	stepfinder-pca.s42_step@1_val	stepfinder-pca.s42_step@1_test	stepfinder-pca.s42_step@1_full	stepfinder-pca.s42_agent@1_val	stepfinder-pca.s42_agent@1_test	stepfinder-pca.s42_agent@1_full	stepfinder-pca.s43_step@1_val	stepfinder-pca.s43_step@1_test	stepfinder-pca.s43_step@1_full	stepfinder-pca.s43_agent@1_val	stepfinder-pca.s43_agent@1_test	stepfinder-pca.s43_agent@1_full	stepfinder-pca.s44_step@1_val	stepfinder-pca.s44_step@1_test	stepfinder-pca.s44_step@1_full	stepfinder-pca.s44_agent@1_val	stepfinder-pca.s44_agent@1_test	stepfinder-pca.s44_agent@1_full	stepfinder-pca.s45_step@1_val	stepfinder-pca.s45_step@1_test	stepfinder-pca.s45_step@1_full	stepfinder-pca.s45_agent@1_val	stepfinder-pca.s45_agent@1_test	stepfinder-pca.s45_agent@1_full	stepfinder-pca.s46_step@1_val	stepfinder-pca.s46_step@1_test	stepfinder-pca.s46_step@1_full	stepfinder-pca.s46_agent@1_val	stepfinder-pca.s46_agent@1_test	stepfinder-pca.s46_agent@1_full	baseline_best_step@1_test	baseline_best_agent@1_test	baseline_best_step@1_full	baseline_best_agent@1_full
qwen3.5-9b	math500	32.0	79.0	157.0	0.0	0.3958333333333333	0.48101265822784806	0.43949044585987257	0.5208333333333334	0.5654008438818566	0.5414012738853503	0.4270833333333333	0.5274261603375527	0.4777070063694267	0.53125	0.5864978902953587	0.5605095541401274	0.46875	0.5063291139240507	0.45859872611464975	0.5625	0.5822784810126582	0.554140127388535	0.4270833333333333	0.5189873417721519	0.464968152866242	0.5520833333333334	0.540084388185654	0.535031847133758	0.5208333333333334	0.6371308016877637	0.5796178343949044	0.5416666666666666	0.620253164556962	0.5859872611464968	0.6371308016877637	0.620253164556962	0.5796178343949044	0.5859872611464968
qwen3.5-9b	mmlu_pro	19.0	46.0	92.0	0.0	0.43859649122807015	0.4202898550724638	0.4239130434782609	0.5087719298245613	0.5869565217391305	0.5434782608695652	0.49122807017543857	0.4202898550724638	0.43478260869565216	0.5263157894736842	0.5869565217391305	0.5543478260869565	0.4561403508771929	0.43478260869565216	0.44565217391304346	0.5964912280701754	0.6304347826086957	0.6195652173913043	0.4561403508771929	0.463768115942029	0.4673913043478261	0.543859649122807	0.6231884057971014	0.5978260869565217	0.5263157894736842	0.5217391304347826	0.532608695652174	0.5964912280701754	0.6884057971014492	0.6630434782608695	0.5217391304347826	0.6884057971014492	0.532608695652174	0.6630434782608695
qwen3.5-9b	musique	63.0	156.0	312.0	0.0	0.2751322751322751	0.2264957264957265	0.23076923076923075	0.5555555555555556	0.5341880341880342	0.532051282051282	0.19576719576719573	0.1346153846153846	0.14102564102564102	0.6084656084656085	0.5384615384615384	0.5544871794871795	0.2645502645502646	0.23290598290598288	0.23397435897435895	0.5978835978835978	0.5662393162393162	0.5705128205128205	0.2804232804232804	0.22435897435897437	0.2403846153846154	0.619047619047619	0.5833333333333334	0.5769230769230769	0.31746031746031744	0.26282051282051283	0.266025641025641	0.619047619047619	0.5534188034188033	0.5641025641025641	0.26282051282051283	0.5854700854700855	0.266025641025641	0.5769230769230769
qwen3.5-9b	wikimqa	147.0	367.0	733.0	0.0	0.20634920634920637	0.2089009990917348	0.20873124147339697	0.6439909297052154	0.6594005449591281	0.6480218281036835	0.09750566893424036	0.12352406902815623	0.11596180081855388	0.6643990929705215	0.6766575840145324	0.6712141882673942	0.25170068027210885	0.24977293369663942	0.2496589358799454	0.6666666666666666	0.6948228882833787	0.679399727148704	0.24263038548752833	0.2461398728428701	0.24283765347885403	0.671201814058957	0.7129881925522253	0.6984993178717599	0.2789115646258503	0.28247048138056313	0.28240109140518416	0.6666666666666666	0.7002724795640326	0.6875852660300138	0.28247048138056313	0.7129881925522253	0.28240109140518416	0.6984993178717599
deepseek-8b	arc	61.0	152.0	304.0	0.0	0.2677595628415301	0.22587719298245615	0.23355263157894737	0.30601092896174864	0.2828947368421053	0.28618421052631576	0.3442622950819672	0.36622807017543857	0.3684210526315789	0.3989071038251366	0.4385964912280702	0.4309210526315789	0.40437158469945356	0.3881578947368421	0.40131578947368424	0.453551912568306	0.45394736842105265	0.4605263157894737	0.16393442622950818	0.10526315789473684	0.1118421052631579	0.19672131147540983	0.16885964912280702	0.17105263157894737	0.2677595628415301	0.25219298245614036	0.2598684210526316	0.3224043715846994	0.33114035087719296	0.3256578947368421	0.3881578947368421	0.4583333333333333	0.40131578947368424	0.4605263157894737
deepseek-8b	gaia	10.0	25.0	50.0	0.0	0.6333333333333333	0.3333333333333333	0.44	0.9	0.5466666666666667	0.68	0.39999999999999997	0.36000000000000004	0.38000000000000006	0.7999999999999999	0.5466666666666667	0.64	0.4666666666666666	0.37333333333333335	0.42	0.8666666666666667	0.52	0.66	0.4333333333333333	0.24	0.3	0.7333333333333334	0.52	0.6	0.6666666666666666	0.32	0.44	0.7333333333333334	0.5066666666666667	0.6	0.37333333333333335	0.5466666666666667	0.44	0.68
deepseek-8b	hotpot	116.0	289.0	578.0	0.0	0.3390804597701149	0.3448673587081892	0.3373702422145329	0.5833333333333334	0.5709342560553634	0.5709342560553633	0.2902298850574712	0.2848904267589389	0.2906574394463668	0.6149425287356323	0.5870818915801616	0.5916955017301038	0.21839080459770113	0.23183391003460208	0.22491349480968859	0.5488505747126436	0.5294117647058824	0.5294117647058824	0.3333333333333333	0.34486735870818913	0.3391003460207613	0.5977011494252874	0.5859284890426758	0.5847750865051903	0.2557471264367816	0.23990772779700112	0.2352941176470588	0.5833333333333333	0.5536332179930796	0.5484429065743944	0.3471741637831603	0.5916955017301038	0.3391003460207613	0.5916955017301038
deepseek-8b	math500	32.0	79.0	157.0	0.0	0.28125	0.2658227848101266	0.267515923566879	0.3854166666666667	0.3544303797468354	0.35668789808917195	0.3854166666666667	0.510548523206751	0.44585987261146504	0.46875	0.5232067510548523	0.4777070063694267	0.3020833333333333	0.3333333333333333	0.31210191082802546	0.4583333333333333	0.43037974683544306	0.42675159235668786	0.2708333333333333	0.21940928270042195	0.23566878980891723	0.23958333333333334	0.2278481012658228	0.24840764331210194	0.3229166666666667	0.4135021097046414	0.36942675159235666	0.4583333333333333	0.48101265822784806	0.464968152866242	0.510548523206751	0.5232067510548523	0.44585987261146504	0.4777070063694267
deepseek-8b	mmlu_pro	19.0	46.0	92.0	0.0	0.2982456140350877	0.32608695652173914	0.32608695652173914	0.3859649122807018	0.4855072463768116	0.44565217391304346	0.3157894736842105	0.36231884057971014	0.358695652173913	0.42105263157894735	0.5144927536231884	0.4891304347826087	0.49122807017543857	0.4057971014492754	0.4239130434782609	0.543859649122807	0.5362318840579711	0.5108695652173914	0.21052631578947367	0.2536231884057971	0.22826086956521738	0.31578947368421045	0.3695652173913044	0.32608695652173914	0.40350877192982454	0.4275362318840579	0.391304347826087	0.47368421052631576	0.5579710144927537	0.5	0.4420289855072464	0.5652173913043478	0.4239130434782609	0.5108695652173914
deepseek-8b	musique	63.0	156.0	312.0	0.0	0.30687830687830686	0.2884615384615385	0.28525641025641024	0.5873015873015873	0.5555555555555557	0.5512820512820513	0.2698412698412698	0.25854700854700857	0.24358974358974358	0.582010582010582	0.5662393162393163	0.5608974358974359	0.26455026455026454	0.2094017094017094	0.21474358974358973	0.5608465608465609	0.5042735042735043	0.5128205128205128	0.28571428571428575	0.2820512820512821	0.27564102564102566	0.544973544973545	0.5363247863247863	0.5224358974358975	0.25925925925925924	0.22222222222222224	0.21794871794871795	0.5767195767195767	0.5491452991452992	0.5480769230769231	0.29273504273504275	0.5705128205128206	0.28525641025641024	0.5608974358974359
deepseek-8b	wikimqa	147.0	367.0	733.0	0.0	0.34467120181405897	0.33060853769300635	0.3315143246930423	0.6417233560090704	0.6666666666666666	0.6534788540245566	0.23809523809523805	0.2443233424159855	0.24010914051841747	0.6439909297052154	0.6784741144414168	0.6616643929058663	0.19047619047619047	0.2125340599455041	0.2100954979536153	0.6235827664399093	0.644868301544051	0.6343792633015006	0.3333333333333333	0.33605812897366033	0.330150068212824	0.6303854875283447	0.6566757493188011	0.6480218281036835	0.20861678004535147	0.23342415985467757	0.22919508867667124	0.6349206349206349	0.6657584014532244	0.6534788540245566	0.33696639418710267	0.6821071752951863	0.3315143246930423	0.6616643929058663
qwen3.5-4b	arc	61.0	152.0	304.0	0.0	0.3224043715846994	0.2916666666666667	0.3059210526315789	0.4316939890710383	0.3925438596491228	0.3980263157894737	0.5956284153005464	0.5570175438596491	0.5789473684210527	0.7049180327868853	0.6666666666666666	0.6710526315789473	0.5027322404371585	0.4495614035087719	0.46710526315789475	0.6010928961748634	0.5416666666666666	0.5493421052631579	0.24590163934426226	0.23464912280701755	0.24671052631578946	0.3715846994535519	0.35964912280701755	0.3552631578947369	0.4644808743169399	0.43859649122807015	0.4473684210526316	0.5737704918032787	0.5350877192982456	0.5361842105263158	0.5570175438596491	0.6666666666666666	0.5789473684210527	0.6710526315789473
qwen3.5-4b	gaia	10.0	25.0	50.0	0.0	0.3	0.18666666666666668	0.20000000000000004	0.5333333333333333	0.41333333333333333	0.46	0.4333333333333333	0.36000000000000004	0.36000000000000004	0.6666666666666666	0.56	0.6	0.4666666666666666	0.4000000000000001	0.4000000000000001	0.6666666666666666	0.5466666666666667	0.58	0.4000000000000001	0.3466666666666667	0.34	0.6333333333333333	0.5333333333333333	0.56	0.43333333333333335	0.4000000000000001	0.38000000000000006	0.5666666666666668	0.5333333333333333	0.54	0.4000000000000001	0.56	0.4000000000000001	0.6
qwen3.5-4b	hotpot	116.0	289.0	578.0	0.0	0.21839080459770113	0.2029988465974625	0.19896193771626294	0.6867816091954023	0.6782006920415226	0.6695501730103807	0.2298850574712644	0.24221453287197234	0.23875432525951557	0.6925287356321839	0.6805074971164936	0.676470588235294	0.23275862068965517	0.24221453287197234	0.23875432525951557	0.6867816091954024	0.6343713956170703	0.6470588235294118	0.15804597701149425	0.15340253748558247	0.15051903114186851	0.7040229885057471	0.6597462514417531	0.6608996539792388	0.22126436781609193	0.21222606689734716	0.21453287197231838	0.7068965517241379	0.6920415224913494	0.6937716262975778	0.24798154555940025	0.6943483275663206	0.23875432525951557	0.6937716262975778
qwen3.5-4b	math500	32.0	79.0	157.0	0.0	0.19791666666666666	0.270042194092827	0.23566878980891723	0.4270833333333333	0.4430379746835443	0.42675159235668786	0.3854166666666667	0.5063291139240507	0.43949044585987257	0.5	0.6033755274261604	0.5605095541401274	0.3125	0.4177215189873418	0.35668789808917195	0.4583333333333333	0.5189873417721519	0.4904458598726114	0.23958333333333334	0.3080168776371308	0.2611464968152866	0.4583333333333333	0.48101265822784817	0.4522292993630573	0.3125	0.4008438818565401	0.3503184713375796	0.5416666666666666	0.5780590717299577	0.5414012738853503	0.5063291139240507	0.6033755274261604	0.43949044585987257	0.5605095541401274
qwen3.5-4b	mmlu_pro	19.0	46.0	92.0	0.0	0.22807017543859645	0.14492753623188406	0.1847826086956522	0.3859649122807018	0.35507246376811596	0.358695652173913	0.2807017543859649	0.36231884057971014	0.34782608695652173	0.43859649122807015	0.5434782608695653	0.5108695652173914	0.2807017543859649	0.4202898550724637	0.3804347826086956	0.40350877192982454	0.5652173913043478	0.5108695652173914	0.21052631578947367	0.21739130434782608	0.20652173913043478	0.3684210526315789	0.4202898550724637	0.3804347826086956	0.24561403508771928	0.3115942028985507	0.29347826086956524	0.42105263157894735	0.5072463768115941	0.4673913043478261	0.4202898550724637	0.5652173913043478	0.3804347826086956	0.5108695652173914
qwen3.5-4b	musique	63.0	156.0	312.0	0.0	0.17989417989417988	0.16452991452991453	0.17307692307692304	0.6560846560846559	0.6388888888888888	0.6442307692307693	0.2486772486772487	0.22008547008547008	0.22756410256410256	0.708994708994709	0.6602564102564102	0.673076923076923	0.22751322751322753	0.19444444444444445	0.1987179487179487	0.7142857142857143	0.6474358974358974	0.657051282051282	0.14285714285714285	0.11965811965811966	0.13141025641025642	0.6772486772486772	0.6324786324786325	0.6538461538461539	0.2328042328042328	0.23290598290598288	0.23717948717948714	0.7354497354497355	0.7115384615384616	0.717948717948718	0.23290598290598288	0.7115384615384616	0.23717948717948714	0.717948717948718
qwen3.5-4b	wikimqa	147.0	367.0	733.0	0.0	0.14512471655328799	0.15712988192552224	0.15006821282401092	0.6802721088435374	0.662125340599455	0.6671214188267395	0.1655328798185941	0.18437783832879198	0.18008185538881313	0.709750566893424	0.7111716621253406	0.7080491132332879	0.18820861678004533	0.17801998183469572	0.18144611186903137	0.671201814058957	0.6975476839237057	0.6862210095497954	0.10204081632653061	0.10990009082652134	0.09822646657571625	0.7210884353741497	0.7120799273387829	0.7148703956343793	0.1768707482993197	0.16712079927338783	0.17053206002728513	0.709750566893424	0.6839237057220707	0.6916780354706685	0.18437783832879198	0.7157129881925522	0.18144611186903137	0.7148703956343793
qwen3-14b	arc	61.0	152.0	304.0	0.0	0.5683060109289618	0.5548245614035087	0.5789473684210527	0.6612021857923497	0.6491228070175438	0.6578947368421053	0.6448087431693988	0.6096491228070176	0.6282894736842105	0.7540983606557378	0.7017543859649122	0.7006578947368421	0.7431693989071038	0.7390350877192983	0.7467105263157895	0.8087431693989071	0.7960526315789473	0.7894736842105262	0.6120218579234973	0.625	0.6348684210526315	0.6994535519125683	0.712719298245614	0.7105263157894738	0.4863387978142077	0.46271929824561403	0.4901315789473684	0.5628415300546449	0.5482456140350878	0.5592105263157895	0.7390350877192983	0.7960526315789473	0.7467105263157895	0.7894736842105262
qwen3-14b	gaia	10.0	25.0	50.0	0.0	0.43333333333333335	0.29333333333333333	0.32	0.7333333333333334	0.5866666666666668	0.66	0.3666666666666667	0.26666666666666666	0.28	0.6666666666666666	0.6133333333333334	0.62	0.5	0.4266666666666667	0.44	0.7333333333333334	0.64	0.66	0.4000000000000001	0.3466666666666667	0.34	0.6	0.5733333333333334	0.6	0.3333333333333333	0.25333333333333335	0.28	0.6666666666666666	0.6266666666666666	0.64	0.4266666666666667	0.6533333333333333	0.44	0.66
qwen3-14b	hotpot	116.0	289.0	578.0	0.0	0.22126436781609193	0.2156862745098039	0.2231833910034602	0.6522988505747126	0.6401384083044982	0.6505190311418685	0.25	0.21337946943483274	0.23183391003460208	0.7126436781609194	0.707035755478662	0.7162629757785467	0.2471264367816092	0.24452133794694345	0.24913494809688577	0.6666666666666666	0.6228373702422146	0.6384083044982699	0.21264367816091956	0.20761245674740483	0.21626297577854672	0.6580459770114943	0.635524798154556	0.6453287197231834	0.2040229885057471	0.18108419838523646	0.18858131487889274	0.6149425287356322	0.5882352941176471	0.6038062283737025	0.24452133794694345	0.707035755478662	0.24913494809688577	0.7162629757785467
qwen3-14b	math500	32.0	79.0	157.0	0.0	0.3229166666666667	0.45569620253164556	0.4076433121019109	0.4166666666666667	0.510548523206751	0.4777070063694267	0.3645833333333333	0.41350210970464135	0.36942675159235666	0.4479166666666667	0.5569620253164557	0.5031847133757962	0.4375	0.5358649789029536	0.4777070063694267	0.59375	0.6286919831223629	0.5923566878980892	0.34375	0.4050632911392405	0.375796178343949	0.4166666666666667	0.46413502109704646	0.4331210191082803	0.28125	0.3966244725738397	0.35668789808917195	0.3958333333333333	0.48523206751054854	0.43949044585987257	0.5358649789029536	0.6286919831223629	0.4777070063694267	0.5923566878980892
qwen3-14b	mmlu_pro	19.0	46.0	92.0	0.0	0.5964912280701754	0.5942028985507246	0.6086956521739131	0.7017543859649122	0.7681159420289855	0.75	0.6140350877192983	0.5579710144927535	0.5869565217391305	0.7368421052631579	0.8043478260869565	0.782608695652174	0.5964912280701754	0.6086956521739131	0.6195652173913043	0.7192982456140351	0.7753623188405797	0.7608695652173912	0.5964912280701754	0.5942028985507246	0.6086956521739131	0.7017543859649124	0.7753623188405797	0.75	0.5263157894736842	0.5507246376811594	0.5652173913043478	0.6315789473684211	0.7318840579710145	0.6956521739130435	0.6086956521739131	0.8043478260869565	0.6195652173913043	0.782608695652174
qwen3-14b	musique	63.0	156.0	312.0	0.0	0.19576719576719573	0.18803418803418803	0.1858974358974359	0.6084656084656085	0.576923076923077	0.5769230769230769	0.19047619047619047	0.1987179487179487	0.1858974358974359	0.7142857142857143	0.7094017094017094	0.7083333333333334	0.21164021164021163	0.18803418803418803	0.19230769230769232	0.5767195767195766	0.5747863247863249	0.5737179487179487	0.19047619047619047	0.18162393162393164	0.17307692307692304	0.6031746031746031	0.5918803418803419	0.5737179487179487	0.17989417989417988	0.1581196581196581	0.15384615384615385	0.5714285714285714	0.5534188034188033	0.5480769230769231	0.20726495726495728	0.7094017094017094	0.19230769230769232	0.7083333333333334
qwen3-14b	wikimqa	147.0	367.0	733.0	0.0	0.09523809523809523	0.08810172570390555	0.08731241473396999	0.6258503401360545	0.6612170753860127	0.6575716234652115	0.09523809523809523	0.11171662125340599	0.10641200545702593	0.7414965986394558	0.6902815622161671	0.7053206002728513	0.18367346938775508	0.16802906448683017	0.165075034106412	0.6553287981859409	0.6584922797456857	0.6630286493860846	0.08843537414965985	0.08356039963669391	0.08321964529331514	0.6281179138321996	0.6684831970935514	0.6589358799454298	0.07029478458049887	0.07538601271571299	0.0723055934515689	0.6077097505668935	0.6485013623978202	0.6412005457025921	0.16802906448683017	0.6902815622161671	0.165075034106412	0.7053206002728513
qwen3.5-27b	arc	61.0	152.0	304.0	0.0	0.5081967213114754	0.5109649122807017	0.5230263157894737	0.5737704918032788	0.6030701754385964	0.5986842105263158	0.6065573770491803	0.5789473684210527	0.5953947368421053	0.6721311475409836	0.6557017543859649	0.6644736842105263	0.5245901639344263	0.5175438596491228	0.5296052631578947	0.6284153005464481	0.6228070175438596	0.618421052631579	0.44808743169398907	0.4254385964912281	0.45394736842105265	0.5245901639344263	0.5043859649122807	0.5164473684210527	0.46994535519125685	0.46710526315789475	0.47368421052631576	0.546448087431694	0.5548245614035087	0.5427631578947368	0.5789473684210527	0.6557017543859649	0.5953947368421053	0.6644736842105263
qwen3.5-27b	gaia	10.0	25.0	50.0	0.0	0.3666666666666667	0.24	0.26	0.7666666666666666	0.6133333333333334	0.66	0.3333333333333333	0.3333333333333333	0.3	0.8000000000000002	0.6666666666666666	0.6999999999999998	0.3666666666666667	0.22666666666666666	0.24	0.7999999999999999	0.6266666666666668	0.68	0.5333333333333333	0.29333333333333333	0.36000000000000004	0.7666666666666667	0.5733333333333334	0.64	0.43333333333333335	0.36000000000000004	0.34	0.7999999999999999	0.6266666666666666	0.66	0.36000000000000004	0.68	0.36000000000000004	0.6999999999999998
qwen3.5-27b	hotpot	116.0	289.0	578.0	0.0	0.13793103448275865	0.1395617070357555	0.14878892733564014	0.5977011494252874	0.6055363321799309	0.6003460207612457	0.20977011494252873	0.2029988465974625	0.21453287197231838	0.6724137931034484	0.6747404844290656	0.6747404844290658	0.15804597701149425	0.14648212226066898	0.16089965397923875	0.6637931034482759	0.6643598615916956	0.6730103806228374	0.2298850574712644	0.2168396770472895	0.22837370242214536	0.6781609195402298	0.6701268742791234	0.6678200692041522	0.17816091954022992	0.20069204152249134	0.20069204152249134	0.6091954022988505	0.6228373702422144	0.6176470588235294	0.2168396770472895	0.6828143021914649	0.22837370242214536	0.6747404844290658
qwen3.5-27b	math500	32.0	79.0	157.0	0.0	0.4583333333333333	0.49789029535864976	0.45859872611464975	0.5208333333333334	0.5358649789029536	0.5095541401273885	0.4270833333333333	0.5021097046413502	0.45859872611464975	0.6041666666666666	0.6118143459915611	0.5796178343949044	0.3541666666666667	0.44725738396624476	0.4076433121019109	0.5208333333333334	0.5358649789029536	0.5159235668789809	0.28125	0.35864978902953587	0.34394904458598724	0.46875	0.49789029535864976	0.4777070063694267	0.4479166666666667	0.4767932489451477	0.43949044585987257	0.5104166666666666	0.5105485232067511	0.4968152866242039	0.5105485232067511	0.6118143459915611	0.45859872611464975	0.5796178343949044
