model	subset	method	status	rows	expected	no_pred	fmt_fail
deepseek-8b	magentic	stepfinder-pca.s43	DONE	91	91	0	0
deepseek-8b	magentic	stepfinder-pca.s44	DONE	91	91	0	0
deepseek-8b	magentic	stepfinder-pca.s45	DONE	91	91	0	0
deepseek-8b	magentic	stepfinder-pca.s46	DONE	91	91	0	0
deepseek-8b	captain	stepfinder-pca.s42	DONE	85	85	0	0
deepseek-8b	captain	stepfinder-pca.s43	DONE	85	85	0	0
deepseek-8b	captain	stepfinder-pca.s44	DONE	85	85	0	0
deepseek-8b	captain	stepfinder-pca.s45	DONE	85	85	0	0
deepseek-8b	captain	stepfinder-pca.s46	DONE	85	85	0	0
deepseek-8b	swe	stepfinder-pca.s42	DONE	44	44	0	0
deepseek-8b	swe	stepfinder-pca.s43	DONE	44	44	0	0
deepseek-8b	swe	stepfinder-pca.s44	DONE	44	44	0	0
deepseek-8b	swe	stepfinder-pca.s45	DONE	44	44	0	0
deepseek-8b	swe	stepfinder-pca.s46	DONE	44	44	0	0
qwen3.5-4b	magentic	stepfinder-pca.s42	DONE	91	91	0	0
qwen3.5-4b	magentic	stepfinder-pca.s43	DONE	91	91	0	0
qwen3.5-4b	magentic	stepfinder-pca.s44	DONE	91	91	0	0
qwen3.5-4b	magentic	stepfinder-pca.s45	DONE	91	91	0	0
qwen3.5-4b	magentic	stepfinder-pca.s46	DONE	91	91	0	0
qwen3.5-4b	captain	stepfinder-pca.s42	DONE	85	85	0	0
qwen3.5-4b	captain	stepfinder-pca.s43	DONE	85	85	0	0
qwen3.5-4b	captain	stepfinder-pca.s44	DONE	85	85	0	0
qwen3.5-4b	captain	stepfinder-pca.s45	DONE	85	85	0	0
qwen3.5-4b	captain	stepfinder-pca.s46	DONE	85	85	0	0
qwen3.5-4b	swe	stepfinder-pca.s42	DONE	44	44	0	0
qwen3.5-4b	swe	stepfinder-pca.s43	DONE	44	44	0	0
qwen3.5-4b	swe	stepfinder-pca.s44	DONE	44	44	0	0
qwen3.5-4b	swe	stepfinder-pca.s45	DONE	44	44	0	0
qwen3.5-4b	swe	stepfinder-pca.s46	DONE	44	44	0	0
qwen3-14b	magentic	stepfinder-pca.s42	DONE	91	91	0	0
qwen3-14b	magentic	stepfinder-pca.s43	DONE	91	91	0	0
qwen3-14b	magentic	stepfinder-pca.s44	DONE	91	91	0	0
qwen3-14b	magentic	stepfinder-pca.s45	DONE	91	91	0	0
qwen3-14b	magentic	stepfinder-pca.s46	DONE	91	91	0	0
qwen3-14b	captain	stepfinder-pca.s42	DONE	85	85	0	0
qwen3-14b	captain	stepfinder-pca.s43	DONE	85	85	0	0
qwen3-14b	captain	stepfinder-pca.s44	DONE	85	85	0	0
qwen3-14b	captain	stepfinder-pca.s45	DONE	85	85	0	0
qwen3-14b	captain	stepfinder-pca.s46	DONE	85	85	0	0
qwen3-14b	swe	stepfinder-pca.s42	DONE	44	44	0	0
qwen3-14b	swe	stepfinder-pca.s43	DONE	44	44	0	0
qwen3-14b	swe	stepfinder-pca.s44	DONE	44	44	0	0
qwen3-14b	swe	stepfinder-pca.s45	DONE	44	44	0	0
qwen3-14b	swe	stepfinder-pca.s46	DONE	44	44	0	0
qwen3.5-27b	magentic	stepfinder-pca.s42	DONE	91	91	0	0
qwen3.5-27b	magentic	stepfinder-pca.s43	DONE	91	91	0	0
qwen3.5-27b	magentic	stepfinder-pca.s44	DONE	91	91	0	0
qwen3.5-27b	magentic	stepfinder-pca.s45	DONE	91	91	0	0
qwen3.5-27b	magentic	stepfinder-pca.s46	DONE	91	91	0	0
qwen3.5-27b	captain	stepfinder-pca.s42	DONE	85	85	0	0
qwen3.5-27b	captain	stepfinder-pca.s43	DONE	85	85	0	0
qwen3.5-27b	captain	stepfinder-pca.s44	DONE	85	85	0	0
qwen3.5-27b	captain	stepfinder-pca.s45	DONE	85	85	0	0
qwen3.5-27b	captain	stepfinder-pca.s46	DONE	85	85	0	0
qwen3.5-27b	swe	stepfinder-pca.s42	DONE	44	44	0	0
qwen3.5-27b	swe	stepfinder-pca.s43	DONE	44	44	0	0
qwen3.5-27b	swe	stepfinder-pca.s44	DONE	44	44	0	0
qwen3.5-27b	swe	stepfinder-pca.s45	DONE	44	44	0	0
qwen3.5-27b	swe	stepfinder-pca.s46	DONE	44	44	0	0
