model	subset	method	status	rows	expected	no_pred	fmt_fail
qwen3-embedding-0.6b	musique	stepfinder.s42	DONE	312	312	0	0
qwen3-embedding-0.6b	musique	stepfinder.s43	DONE	312	312	0	0
qwen3-embedding-0.6b	musique	stepfinder.s44	DONE	312	312	0	0
qwen3-embedding-0.6b	musique	stepfinder.s45	DONE	312	312	0	0
qwen3-embedding-0.6b	musique	stepfinder.s46	DONE	312	312	0	0
qwen3-embedding-0.6b	wikimqa	stepfinder.s42	DONE	733	733	0	0
qwen3-embedding-0.6b	wikimqa	stepfinder.s43	DONE	733	733	0	0
qwen3-embedding-0.6b	wikimqa	stepfinder.s44	DONE	733	733	0	0
qwen3-embedding-0.6b	wikimqa	stepfinder.s45	DONE	733	733	0	0
qwen3-embedding-0.6b	wikimqa	stepfinder.s46	DONE	733	733	0	0
qwen3.5-9b	arc	stepfinder.s42	DONE	304	304	0	0
qwen3.5-9b	arc	stepfinder.s43	DONE	304	304	0	0
qwen3.5-9b	arc	stepfinder.s44	DONE	304	304	0	0
qwen3.5-9b	arc	stepfinder.s45	DONE	304	304	0	0
qwen3.5-9b	arc	stepfinder.s46	DONE	304	304	0	0
qwen3.5-9b	gaia	stepfinder.s42	DONE	50	50	0	0
qwen3.5-9b	gaia	stepfinder.s43	DONE	50	50	0	0
qwen3.5-9b	gaia	stepfinder.s44	DONE	50	50	0	0
qwen3.5-9b	gaia	stepfinder.s45	DONE	50	50	0	0
qwen3.5-9b	gaia	stepfinder.s46	DONE	50	50	0	0
qwen3.5-9b	hotpot	stepfinder.s42	DONE	578	578	0	0
qwen3.5-9b	hotpot	stepfinder.s43	DONE	578	578	0	0
qwen3.5-9b	hotpot	stepfinder.s44	DONE	578	578	0	0
qwen3.5-9b	hotpot	stepfinder.s45	DONE	578	578	0	0
qwen3.5-9b	hotpot	stepfinder.s46	DONE	578	578	0	0
qwen3.5-9b	math500	stepfinder.s42	DONE	157	157	0	0
qwen3.5-9b	math500	stepfinder.s43	DONE	157	157	0	0
qwen3.5-9b	math500	stepfinder.s44	DONE	157	157	0	0
qwen3.5-9b	math500	stepfinder.s45	DONE	157	157	0	0
qwen3.5-9b	math500	stepfinder.s46	DONE	157	157	0	0
qwen3.5-9b	mmlu_pro	stepfinder.s42	DONE	92	92	0	0
qwen3.5-9b	mmlu_pro	stepfinder.s43	DONE	92	92	0	0
qwen3.5-9b	mmlu_pro	stepfinder.s44	DONE	92	92	0	0
qwen3.5-9b	mmlu_pro	stepfinder.s45	DONE	92	92	0	0
qwen3.5-9b	mmlu_pro	stepfinder.s46	DONE	92	92	0	0
qwen3.5-9b	musique	stepfinder.s42	DONE	312	312	0	0
qwen3.5-9b	musique	stepfinder.s43	DONE	312	312	0	0
qwen3.5-9b	musique	stepfinder.s44	DONE	312	312	0	0
qwen3.5-9b	musique	stepfinder.s45	DONE	312	312	0	0
qwen3.5-9b	musique	stepfinder.s46	DONE	312	312	0	0
qwen3.5-9b	wikimqa	stepfinder.s42	DONE	733	733	0	0
qwen3.5-9b	wikimqa	stepfinder.s43	DONE	733	733	0	0
qwen3.5-9b	wikimqa	stepfinder.s44	DONE	733	733	0	0
qwen3.5-9b	wikimqa	stepfinder.s45	DONE	733	733	0	0
qwen3.5-9b	wikimqa	stepfinder.s46	DONE	733	733	0	0
deepseek-8b	arc	stepfinder.s42	DONE	304	304	0	0
deepseek-8b	arc	stepfinder.s43	DONE	304	304	0	0
deepseek-8b	arc	stepfinder.s44	DONE	304	304	0	0
deepseek-8b	arc	stepfinder.s45	DONE	304	304	0	0
deepseek-8b	arc	stepfinder.s46	DONE	304	304	0	0
deepseek-8b	gaia	stepfinder.s42	DONE	50	50	0	0
deepseek-8b	gaia	stepfinder.s43	DONE	50	50	0	0
deepseek-8b	gaia	stepfinder.s44	DONE	50	50	0	0
deepseek-8b	gaia	stepfinder.s45	DONE	50	50	0	0
deepseek-8b	gaia	stepfinder.s46	DONE	50	50	0	0
deepseek-8b	hotpot	stepfinder.s42	DONE	578	578	0	0
deepseek-8b	hotpot	stepfinder.s43	DONE	578	578	0	0
deepseek-8b	hotpot	stepfinder.s44	DONE	578	578	0	0
deepseek-8b	hotpot	stepfinder.s45	DONE	578	578	0	0
deepseek-8b	hotpot	stepfinder.s46	DONE	578	578	0	0
deepseek-8b	math500	stepfinder.s42	DONE	157	157	0	0
deepseek-8b	math500	stepfinder.s43	DONE	157	157	0	0
deepseek-8b	math500	stepfinder.s44	DONE	157	157	0	0
deepseek-8b	math500	stepfinder.s45	DONE	157	157	0	0
deepseek-8b	math500	stepfinder.s46	DONE	157	157	0	0
deepseek-8b	mmlu_pro	stepfinder.s42	DONE	92	92	0	0
deepseek-8b	mmlu_pro	stepfinder.s43	DONE	92	92	0	0
deepseek-8b	mmlu_pro	stepfinder.s44	DONE	92	92	0	0
deepseek-8b	mmlu_pro	stepfinder.s45	DONE	92	92	0	0
deepseek-8b	mmlu_pro	stepfinder.s46	DONE	92	92	0	0
deepseek-8b	musique	stepfinder.s42	DONE	312	312	0	0
deepseek-8b	musique	stepfinder.s43	DONE	312	312	0	0
deepseek-8b	musique	stepfinder.s44	DONE	312	312	0	0
deepseek-8b	musique	stepfinder.s45	DONE	312	312	0	0
deepseek-8b	musique	stepfinder.s46	DONE	312	312	0	0
deepseek-8b	wikimqa	stepfinder.s42	DONE	733	733	0	0
deepseek-8b	wikimqa	stepfinder.s43	DONE	733	733	0	0
deepseek-8b	wikimqa	stepfinder.s44	DONE	733	733	0	0
deepseek-8b	wikimqa	stepfinder.s45	DONE	733	733	0	0
deepseek-8b	wikimqa	stepfinder.s46	DONE	733	733	0	0
qwen3.5-4b	arc	stepfinder.s42	DONE	304	304	0	0
qwen3.5-4b	arc	stepfinder.s43	DONE	304	304	0	0
qwen3.5-4b	arc	stepfinder.s44	DONE	304	304	0	0
qwen3.5-4b	arc	stepfinder.s45	DONE	304	304	0	0
qwen3.5-4b	arc	stepfinder.s46	DONE	304	304	0	0
qwen3.5-4b	gaia	stepfinder.s42	DONE	50	50	0	0
qwen3.5-4b	gaia	stepfinder.s43	DONE	50	50	0	0
qwen3.5-4b	gaia	stepfinder.s44	DONE	50	50	0	0
qwen3.5-4b	gaia	stepfinder.s45	DONE	50	50	0	0
qwen3.5-4b	gaia	stepfinder.s46	DONE	50	50	0	0
qwen3.5-4b	hotpot	stepfinder.s42	DONE	578	578	0	0
qwen3.5-4b	hotpot	stepfinder.s43	DONE	578	578	0	0
qwen3.5-4b	hotpot	stepfinder.s44	DONE	578	578	0	0
qwen3.5-4b	hotpot	stepfinder.s45	DONE	578	578	0	0
qwen3.5-4b	hotpot	stepfinder.s46	DONE	578	578	0	0
qwen3.5-4b	math500	stepfinder.s42	DONE	157	157	0	0
qwen3.5-4b	math500	stepfinder.s43	DONE	157	157	0	0
qwen3.5-4b	math500	stepfinder.s44	DONE	157	157	0	0
qwen3.5-4b	math500	stepfinder.s45	DONE	157	157	0	0
qwen3.5-4b	math500	stepfinder.s46	DONE	157	157	0	0
qwen3.5-4b	mmlu_pro	stepfinder.s42	DONE	92	92	0	0
qwen3.5-4b	mmlu_pro	stepfinder.s43	DONE	92	92	0	0
qwen3.5-4b	mmlu_pro	stepfinder.s44	DONE	92	92	0	0
qwen3.5-4b	mmlu_pro	stepfinder.s45	DONE	92	92	0	0
qwen3.5-4b	mmlu_pro	stepfinder.s46	DONE	92	92	0	0
qwen3.5-4b	musique	stepfinder.s42	DONE	312	312	0	0
qwen3.5-4b	musique	stepfinder.s43	DONE	312	312	0	0
qwen3.5-4b	musique	stepfinder.s44	DONE	312	312	0	0
qwen3.5-4b	musique	stepfinder.s45	DONE	312	312	0	0
qwen3.5-4b	musique	stepfinder.s46	DONE	312	312	0	0
qwen3.5-4b	wikimqa	stepfinder.s42	DONE	733	733	0	0
qwen3.5-4b	wikimqa	stepfinder.s43	DONE	733	733	0	0
qwen3.5-4b	wikimqa	stepfinder.s44	DONE	733	733	0	0
qwen3.5-4b	wikimqa	stepfinder.s45	DONE	733	733	0	0
qwen3.5-4b	wikimqa	stepfinder.s46	DONE	733	733	0	0
qwen3-14b	arc	stepfinder.s42	DONE	304	304	0	0
qwen3-14b	arc	stepfinder.s43	DONE	304	304	0	0
qwen3-14b	arc	stepfinder.s44	DONE	304	304	0	0
qwen3-14b	arc	stepfinder.s45	DONE	304	304	0	0
qwen3-14b	arc	stepfinder.s46	DONE	304	304	0	0
qwen3-14b	gaia	stepfinder.s42	DONE	50	50	0	0
qwen3-14b	gaia	stepfinder.s43	DONE	50	50	0	0
qwen3-14b	gaia	stepfinder.s44	DONE	50	50	0	0
qwen3-14b	gaia	stepfinder.s45	DONE	50	50	0	0
qwen3-14b	gaia	stepfinder.s46	DONE	50	50	0	0
qwen3-14b	hotpot	stepfinder.s42	DONE	578	578	0	0
qwen3-14b	hotpot	stepfinder.s43	DONE	578	578	0	0
qwen3-14b	hotpot	stepfinder.s44	DONE	578	578	0	0
qwen3-14b	hotpot	stepfinder.s45	DONE	578	578	0	0
qwen3-14b	hotpot	stepfinder.s46	DONE	578	578	0	0
qwen3-14b	math500	stepfinder.s42	DONE	157	157	0	0
qwen3-14b	math500	stepfinder.s43	DONE	157	157	0	0
qwen3-14b	math500	stepfinder.s44	DONE	157	157	0	0
qwen3-14b	math500	stepfinder.s45	DONE	157	157	0	0
qwen3-14b	math500	stepfinder.s46	DONE	157	157	0	0
qwen3-14b	mmlu_pro	stepfinder.s42	DONE	92	92	0	0
qwen3-14b	mmlu_pro	stepfinder.s43	DONE	92	92	0	0
qwen3-14b	mmlu_pro	stepfinder.s44	DONE	92	92	0	0
qwen3-14b	mmlu_pro	stepfinder.s45	DONE	92	92	0	0
qwen3-14b	mmlu_pro	stepfinder.s46	DONE	92	92	0	0
qwen3-14b	musique	stepfinder.s42	DONE	312	312	0	0
qwen3-14b	musique	stepfinder.s43	DONE	312	312	0	0
qwen3-14b	musique	stepfinder.s44	DONE	312	312	0	0
qwen3-14b	musique	stepfinder.s45	DONE	312	312	0	0
qwen3-14b	musique	stepfinder.s46	DONE	312	312	0	0
qwen3-14b	wikimqa	stepfinder.s42	DONE	733	733	0	0
qwen3-14b	wikimqa	stepfinder.s43	DONE	733	733	0	0
qwen3-14b	wikimqa	stepfinder.s44	DONE	733	733	0	0
qwen3-14b	wikimqa	stepfinder.s45	DONE	733	733	0	0
qwen3-14b	wikimqa	stepfinder.s46	DONE	733	733	0	0
qwen3.5-27b	arc	stepfinder.s42	DONE	304	304	0	0
qwen3.5-27b	arc	stepfinder.s43	DONE	304	304	0	0
qwen3.5-27b	arc	stepfinder.s44	DONE	304	304	0	0
qwen3.5-27b	arc	stepfinder.s45	DONE	304	304	0	0
qwen3.5-27b	arc	stepfinder.s46	DONE	304	304	0	0
qwen3.5-27b	gaia	stepfinder.s42	DONE	50	50	0	0
qwen3.5-27b	gaia	stepfinder.s43	DONE	50	50	0	0
qwen3.5-27b	gaia	stepfinder.s44	DONE	50	50	0	0
qwen3.5-27b	gaia	stepfinder.s45	DONE	50	50	0	0
qwen3.5-27b	gaia	stepfinder.s46	DONE	50	50	0	0
qwen3.5-27b	hotpot	stepfinder.s42	DONE	578	578	0	0
qwen3.5-27b	hotpot	stepfinder.s43	DONE	578	578	0	0
qwen3.5-27b	hotpot	stepfinder.s44	DONE	578	578	0	0
qwen3.5-27b	hotpot	stepfinder.s45	DONE	578	578	0	0
qwen3.5-27b	hotpot	stepfinder.s46	DONE	578	578	0	0
qwen3.5-27b	math500	stepfinder.s42	DONE	157	157	0	0
qwen3.5-27b	math500	stepfinder.s43	DONE	157	157	0	0
qwen3.5-27b	math500	stepfinder.s44	DONE	157	157	0	0
qwen3.5-27b	math500	stepfinder.s45	DONE	157	157	0	0
qwen3.5-27b	math500	stepfinder.s46	DONE	157	157	0	0
qwen3.5-27b	mmlu_pro	stepfinder.s42	DONE	92	92	0	0
qwen3.5-27b	mmlu_pro	stepfinder.s43	DONE	92	92	0	0
qwen3.5-27b	mmlu_pro	stepfinder.s44	DONE	92	92	0	0
qwen3.5-27b	mmlu_pro	stepfinder.s45	DONE	92	92	0	0
qwen3.5-27b	mmlu_pro	stepfinder.s46	DONE	92	92	0	0
qwen3.5-27b	musique	stepfinder.s42	DONE	312	312	0	0
qwen3.5-27b	musique	stepfinder.s43	DONE	312	312	0	0
qwen3.5-27b	musique	stepfinder.s44	DONE	312	312	0	0
qwen3.5-27b	musique	stepfinder.s45	DONE	312	312	0	0
qwen3.5-27b	musique	stepfinder.s46	DONE	312	312	0	0
qwen3.5-27b	wikimqa	stepfinder.s42	DONE	733	733	0	0
qwen3.5-27b	wikimqa	stepfinder.s43	DONE	733	733	0	0
qwen3.5-27b	wikimqa	stepfinder.s44	DONE	733	733	0	0
qwen3.5-27b	wikimqa	stepfinder.s45	DONE	733	733	0	0
qwen3.5-27b	wikimqa	stepfinder.s46	DONE	733	733	0	0
