subset	model	method	topk_detection_precision	topk_detection_recall	topk_detection_f1	topk_detection_hit_rate	conformal_detection_precision	conformal_detection_recall	conformal_detection_f1	conformal_detection_hit_rate	acc@1	acc@2	acc@3	mrr@3	tol_acc@1	tol_acc@2	tol_acc@3	tol_acc@4	tol_acc@5	auroc	auprc	n
hand-crafted	deepseek-8b	oat.s43	0.1034	0.3103	0.1552	0.3103	0.0835	0.4138	0.1231	0.4138	0.1379	0.1897	0.3103	0.2040	0.1724	0.2069	0.2586	0.3793	0.3793	0.6838	0.0603	58
hand-crafted	deepseek-8b	oat.s44	0.0977	0.2931	0.1466	0.2931	0.1027	0.3966	0.1424	0.3966	0.1552	0.2069	0.2931	0.2098	0.1897	0.2241	0.2931	0.3793	0.3793	0.6885	0.0585	58
hand-crafted	deepseek-8b	oat.s45	0.1034	0.3103	0.1552	0.3103	0.0973	0.3621	0.1323	0.3621	0.1379	0.1724	0.3103	0.2011	0.1724	0.2241	0.2759	0.3793	0.3793	0.6882	0.0563	58
hand-crafted	deepseek-8b	oat.s46	0.1149	0.3448	0.1724	0.3448	0.0842	0.4310	0.1251	0.4310	0.1552	0.2241	0.3448	0.2299	0.2069	0.2414	0.2931	0.3966	0.3966	0.6984	0.0625	58
hand-crafted	deepseek-8b	stepfinder.s42	0.0805	0.2414	0.1207	0.2414					0.0862	0.1379	0.2414	0.1466	0.1724	0.2586	0.3276	0.3793	0.4138	0.6916	0.1235	58
hand-crafted	deepseek-8b	stepfinder.s43	0.0632	0.1897	0.0948	0.1897					0.0690	0.1034	0.1897	0.1149	0.1552	0.2759	0.3448	0.3793	0.4483	0.7521	0.0791	58
hand-crafted	deepseek-8b	stepfinder.s44	0.0517	0.1552	0.0776	0.1552					0.0690	0.1379	0.1552	0.1092	0.1379	0.1897	0.2586	0.2759	0.3103	0.6320	0.1049	58
hand-crafted	deepseek-8b	stepfinder.s45	0.0575	0.1724	0.0862	0.1724					0.1034	0.1379	0.1724	0.1322	0.1724	0.2241	0.3276	0.3448	0.3621	0.6346	0.0978	58
hand-crafted	deepseek-8b	stepfinder.s46	0.0575	0.1724	0.0862	0.1724					0.1207	0.1552	0.1724	0.1437	0.1552	0.2241	0.3103	0.3448	0.3793	0.6134	0.0943	58
hand-crafted	qwen3-embedding-0.6b	stepfinder.s42	0.0805	0.2414	0.1207	0.2414					0.1207	0.1724	0.2414	0.1695	0.1897	0.2759	0.3448	0.5000	0.5000	0.7753	0.0817	58
hand-crafted	qwen3-embedding-0.6b	stepfinder.s43	0.0920	0.2759	0.1379	0.2759					0.0690	0.1379	0.2759	0.1494	0.1552	0.2069	0.2931	0.4655	0.5345	0.7760	0.0736	58
hand-crafted	qwen3-embedding-0.6b	stepfinder.s44	0.0805	0.2414	0.1207	0.2414					0.1207	0.1724	0.2414	0.1695	0.1552	0.2414	0.2759	0.3448	0.4310	0.7764	0.0951	58
hand-crafted	qwen3-embedding-0.6b	stepfinder.s45	0.0862	0.2586	0.1293	0.2586					0.1034	0.2069	0.2586	0.1724	0.1724	0.2759	0.2931	0.3793	0.4655	0.7831	0.0909	58
hand-crafted	qwen3-embedding-0.6b	stepfinder.s46	0.0747	0.2241	0.1121	0.2241					0.1207	0.1724	0.2241	0.1638	0.2241	0.3103	0.3448	0.4138	0.4310	0.7516	0.0872	58
hand-crafted	qwen3.5-9b	oat.s42	0.0747	0.2241	0.1121	0.2241	0.0491	0.2931	0.0796	0.2931	0.0862	0.1552	0.2241	0.1437	0.1379	0.2069	0.2759	0.3276	0.3276	0.5749	0.0467	58
hand-crafted	qwen3.5-9b	oat.s43	0.0747	0.2241	0.1121	0.2241	0.0449	0.2931	0.0736	0.2931	0.0862	0.1379	0.2241	0.1408	0.1379	0.1897	0.2759	0.3448	0.3448	0.5452	0.0418	58
hand-crafted	qwen3.5-9b	oat.s44	0.0747	0.2241	0.1121	0.2241	0.0534	0.3448	0.0872	0.3448	0.0862	0.1552	0.2241	0.1437	0.1379	0.1897	0.2586	0.3276	0.3276	0.5761	0.0492	58
hand-crafted	qwen3.5-9b	oat.s45	0.0747	0.2241	0.1121	0.2241	0.0514	0.3276	0.0838	0.3276	0.0862	0.1379	0.2241	0.1408	0.1379	0.1897	0.2759	0.3448	0.3448	0.5691	0.0453	58
hand-crafted	qwen3.5-9b	oat.s46	0.0747	0.2241	0.1121	0.2241	0.0495	0.2586	0.0790	0.2586	0.0862	0.1552	0.2241	0.1437	0.1207	0.1724	0.2586	0.3103	0.3103	0.5701	0.0483	58
hand-crafted	qwen3.5-9b	stepfinder.s42	0.0920	0.2759	0.1379	0.2759					0.1207	0.2241	0.2759	0.1897	0.2586	0.3276	0.4310	0.4310	0.4655	0.6339	0.1009	58
hand-crafted	qwen3.5-9b	stepfinder.s43	0.0805	0.2414	0.1207	0.2414					0.0690	0.1897	0.2414	0.1466	0.1897	0.2414	0.3621	0.3621	0.4138	0.6285	0.0803	58
hand-crafted	qwen3.5-9b	stepfinder.s44	0.0920	0.2759	0.1379	0.2759					0.1552	0.2414	0.2759	0.2098	0.3448	0.3448	0.3966	0.4483	0.4655	0.6441	0.1400	58
hand-crafted	qwen3.5-9b	stepfinder.s45	0.0575	0.1724	0.0862	0.1724					0.0517	0.0862	0.1724	0.0977	0.1724	0.2414	0.3276	0.3966	0.4483	0.7441	0.0724	58
hand-crafted	qwen3.5-9b	stepfinder.s46	0.0977	0.2931	0.1466	0.2931					0.1207	0.2414	0.2931	0.1983	0.3103	0.3448	0.3793	0.4310	0.4655	0.6609	0.1105	58
