subset	model	method	topk_detection_precision	topk_detection_recall	topk_detection_f1	topk_detection_hit_rate	conformal_detection_precision	conformal_detection_recall	conformal_detection_f1	conformal_detection_hit_rate	acc@1	acc@2	acc@3	mrr@3	tol_acc@1	tol_acc@2	tol_acc@3	tol_acc@4	tol_acc@5	auroc	auprc	n
code	qwen3-embedding-0.6b	stepfinder-alg.s46	0.0761	0.2205	0.1129	0.2205					0.0866	0.1496	0.2205	0.1417	0.2913	0.3701	0.5433	0.6142	0.6614	0.6391	0.0767	127
code	qwen3-embedding-0.6b	stepfinder.s42	0.0577	0.1654	0.0853	0.1654					0.0709	0.1181	0.1654	0.1102	0.3228	0.4016	0.5354	0.6063	0.7165	0.6830	0.0934	127
code	qwen3-embedding-0.6b	stepfinder.s43	0.1102	0.3228	0.1640	0.3228					0.1102	0.2362	0.3228	0.2021	0.4252	0.4803	0.5984	0.7087	0.7953	0.7291	0.1312	127
code	qwen3-embedding-0.6b	stepfinder.s44	0.0709	0.2047	0.1050	0.2047					0.0551	0.1339	0.2047	0.1181	0.2126	0.3386	0.5512	0.6063	0.7480	0.6591	0.0856	127
code	qwen3-embedding-0.6b	stepfinder.s45	0.0577	0.1654	0.0853	0.1654					0.0787	0.1260	0.1654	0.1155	0.1654	0.2047	0.4409	0.5197	0.6535	0.6498	0.0942	127
code	qwen3-embedding-0.6b	stepfinder.s46	0.0787	0.2283	0.1168	0.2283					0.0551	0.1496	0.2283	0.1286	0.2756	0.3780	0.5591	0.6614	0.7402	0.6876	0.1002	127
code	qwen3.5-27b	oat.s42	0.0630	0.1811	0.0932	0.1811	0.0792	0.2047	0.1032	0.2047	0.1181	0.1654	0.1811	0.1470	0.3465	0.4173	0.5669	0.6614	0.7087	0.3410	0.0392	127
code	qwen3.5-27b	oat.s43	0.0630	0.1811	0.0932	0.1811	0.0724	0.1732	0.0943	0.1732	0.1024	0.1575	0.1811	0.1378	0.3307	0.4016	0.5354	0.6378	0.6850	0.3550	0.0391	127
code	qwen3.5-27b	oat.s44	0.0656	0.1890	0.0971	0.1890	0.0732	0.1732	0.0933	0.1732	0.1024	0.1496	0.1890	0.1391	0.2913	0.3622	0.4882	0.5591	0.6142	0.3436	0.0388	127
code	qwen3.5-27b	oat.s45	0.0682	0.1969	0.1010	0.1969	0.0628	0.1811	0.0862	0.1811	0.0945	0.1575	0.1969	0.1391	0.3071	0.3937	0.5354	0.6220	0.6693	0.3405	0.0387	127
code	qwen3.5-27b	oat.s46	0.0604	0.1732	0.0892	0.1732	0.0791	0.1811	0.1008	0.1811	0.1024	0.1496	0.1732	0.1339	0.3228	0.3937	0.5354	0.6299	0.6772	0.3358	0.0382	127
code	qwen3.5-27b	stepfinder-alg.s42	0.1312	0.3858	0.1955	0.3858					0.0630	0.2677	0.3858	0.2047	0.1969	0.5197	0.6378	0.6772	0.7165	0.6544	0.1173	127
code	qwen3.5-27b	stepfinder-alg.s43	0.1286	0.3780	0.1916	0.3780					0.0630	0.2677	0.3780	0.2021	0.1496	0.4567	0.5984	0.6535	0.6850	0.6147	0.1230	127
code	qwen3.5-27b	stepfinder-alg.s44	0.1076	0.3150	0.1601	0.3150					0.0472	0.1732	0.3150	0.1575	0.1575	0.4016	0.5039	0.6220	0.6850	0.5653	0.0721	127
code	qwen3.5-27b	stepfinder-alg.s45	0.1339	0.3937	0.1995	0.3937					0.0709	0.3307	0.3937	0.2218	0.1654	0.4803	0.6220	0.7244	0.7402	0.6624	0.1246	127
code	qwen3.5-27b	stepfinder-alg.s46	0.1076	0.3150	0.1601	0.3150					0.0394	0.1575	0.3150	0.1509	0.1181	0.3858	0.5276	0.6299	0.7087	0.6022	0.0852	127
code	qwen3.5-27b	stepfinder.s42	0.0499	0.1417	0.0735	0.1417					0.0157	0.1024	0.1417	0.0722	0.1260	0.2362	0.3150	0.3543	0.5039	0.6225	0.0721	127
code	qwen3.5-27b	stepfinder.s43	0.1260	0.3701	0.1877	0.3701					0.0866	0.1575	0.3701	0.1929	0.1024	0.2205	0.5197	0.6142	0.6929	0.6623	0.0911	127
code	qwen3.5-27b	stepfinder.s44	0.0394	0.1102	0.0577	0.1102					0.0394	0.0709	0.1102	0.0682	0.0945	0.1417	0.2756	0.2992	0.3780	0.6241	0.0718	127
code	qwen3.5-27b	stepfinder.s45	0.1365	0.4016	0.2034	0.4016					0.0630	0.2992	0.4016	0.2152	0.1260	0.2835	0.5827	0.6378	0.7087	0.6980	0.1165	127
code	qwen3.5-27b	stepfinder.s46	0.0945	0.2756	0.1404	0.2756					0.0551	0.1811	0.2756	0.1496	0.1339	0.1969	0.2441	0.2992	0.4803	0.6817	0.0999	127
code	qwen3.5-4b	oat.s42	0.0682	0.1969	0.1010	0.1969	0.0767	0.2126	0.1033	0.2126	0.0787	0.1496	0.1969	0.1299	0.3071	0.4646	0.5748	0.6772	0.7087	0.3515	0.0450	127
code	qwen3.5-4b	oat.s43	0.0604	0.1732	0.0892	0.1732	0.0641	0.1654	0.0845	0.1654	0.0709	0.1496	0.1732	0.1181	0.2756	0.4252	0.5512	0.6457	0.6850	0.3347	0.0430	127
code	qwen3.5-4b	oat.s44	0.0630	0.1811	0.0932	0.1811	0.0691	0.1969	0.0925	0.1969	0.0709	0.1496	0.1811	0.1207	0.2992	0.4409	0.5669	0.6614	0.6929	0.3464	0.0431	127
code	qwen3.5-4b	oat.s45	0.0656	0.1890	0.0971	0.1890	0.0558	0.1654	0.0786	0.1654	0.0787	0.1417	0.1890	0.1260	0.2835	0.3937	0.5197	0.6220	0.6535	0.3408	0.0435	127
code	qwen3.5-4b	oat.s46	0.0656	0.1890	0.0971	0.1890	0.0803	0.1811	0.1022	0.1811	0.0787	0.1417	0.1890	0.1260	0.2835	0.4252	0.5197	0.6063	0.6535	0.3502	0.0438	127
code	qwen3.5-4b	stepfinder-alg.s42	0.0184	0.0472	0.0262	0.0472					0.0394	0.0472	0.0472	0.0433	0.0472	0.0551	0.1496	0.1732	0.2205	0.4927	0.0532	127
code	qwen3.5-4b	stepfinder-alg.s43	0.0262	0.0709	0.0381	0.0709					0.0394	0.0551	0.0709	0.0525	0.0945	0.1181	0.2441	0.2520	0.2992	0.3382	0.0418	127
code	qwen3.5-4b	stepfinder-alg.s44	0.0262	0.0709	0.0381	0.0709					0.0315	0.0394	0.0709	0.0459	0.0787	0.1181	0.2047	0.2756	0.3228	0.3673	0.0419	127
code	qwen3.5-4b	stepfinder-alg.s45	0.0315	0.0866	0.0459	0.0866					0.0472	0.0551	0.0866	0.0617	0.0709	0.0866	0.1732	0.2126	0.2520	0.4468	0.0461	127
code	qwen3.5-4b	stepfinder-alg.s46	0.0210	0.0551	0.0302	0.0551					0.0315	0.0394	0.0551	0.0407	0.0945	0.1339	0.1969	0.3150	0.3622	0.3623	0.0392	127
code	qwen3.5-4b	stepfinder.s42	0.0315	0.0866	0.0459	0.0866					0.0394	0.0630	0.0866	0.0591	0.1102	0.2362	0.5433	0.6063	0.6693	0.4847	0.0608	127
code	qwen3.5-4b	stepfinder.s43	0.0236	0.0630	0.0341	0.0630					0.0472	0.0551	0.0630	0.0538	0.1024	0.2126	0.5197	0.5984	0.6614	0.6141	0.0697	127
code	qwen3.5-4b	stepfinder.s44	0.0315	0.0866	0.0459	0.0866					0.0472	0.0551	0.0866	0.0617	0.0866	0.1024	0.1969	0.2205	0.2677	0.4459	0.0581	127
code	qwen3.5-4b	stepfinder.s45	0.0367	0.1024	0.0538	0.1024					0.0394	0.0630	0.1024	0.0643	0.0630	0.0709	0.1496	0.1732	0.2598	0.4487	0.0456	127
code	qwen3.5-4b	stepfinder.s46	0.0315	0.0866	0.0459	0.0866					0.0394	0.0709	0.0866	0.0604	0.0472	0.0551	0.1024	0.1260	0.1811	0.4189	0.0482	127
code	qwen3.5-9b	oat.s42	0.0630	0.1811	0.0932	0.1811	0.0650	0.1890	0.0891	0.1890	0.0709	0.1496	0.1811	0.1207	0.2677	0.4331	0.5354	0.6457	0.6850	0.3318	0.0400	127
code	qwen3.5-9b	oat.s43	0.0709	0.2047	0.1050	0.2047	0.0660	0.1890	0.0898	0.1890	0.0709	0.1575	0.2047	0.1299	0.2598	0.4016	0.4961	0.5984	0.6378	0.3390	0.0419	127
code	qwen3.5-9b	oat.s44	0.0604	0.1732	0.0892	0.1732	0.0633	0.1890	0.0867	0.1890	0.0630	0.1496	0.1732	0.1142	0.2362	0.4173	0.5197	0.6299	0.6693	0.3395	0.0406	127
code	qwen3.5-9b	oat.s45	0.0577	0.1654	0.0853	0.1654	0.0536	0.1732	0.0745	0.1732	0.0709	0.1339	0.1654	0.1129	0.2598	0.4094	0.5118	0.6220	0.6614	0.3380	0.0387	127
code	qwen3.5-9b	oat.s46	0.0630	0.1811	0.0932	0.1811	0.0601	0.1575	0.0807	0.1575	0.0866	0.1575	0.1811	0.1299	0.2677	0.4094	0.5118	0.6142	0.6614	0.3381	0.0412	127
code	qwen3.5-9b	stepfinder-alg.s42	0.1286	0.3780	0.1916	0.3780					0.1496	0.2992	0.3780	0.2507	0.2677	0.4646	0.5827	0.6457	0.7008	0.6036	0.1302	127
code	qwen3.5-9b	stepfinder-alg.s43	0.0840	0.2441	0.1247	0.2441					0.0315	0.1102	0.2441	0.1155	0.1181	0.1811	0.3071	0.3701	0.5827	0.6025	0.0760	127
code	qwen3.5-9b	stepfinder-alg.s44	0.0682	0.1969	0.1010	0.1969					0.0315	0.0787	0.1969	0.0945	0.0551	0.1496	0.4173	0.4961	0.5591	0.5337	0.0542	127
code	qwen3.5-9b	stepfinder-alg.s45	0.1155	0.3386	0.1719	0.3386					0.0394	0.1969	0.3386	0.1654	0.0945	0.1890	0.4331	0.5039	0.5748	0.6050	0.0758	127
code	qwen3.5-9b	stepfinder-alg.s46	0.0262	0.0709	0.0381	0.0709					0.0472	0.0709	0.0709	0.0591	0.0630	0.0866	0.1969	0.2362	0.2992	0.4015	0.0393	127
code	qwen3.5-9b	stepfinder.s42	0.0315	0.0866	0.0459	0.0866					0.0394	0.0630	0.0866	0.0591	0.0630	0.1575	0.2598	0.3150	0.3701	0.6450	0.0781	127
code	qwen3.5-9b	stepfinder.s43	0.0315	0.0866	0.0459	0.0866					0.0236	0.0787	0.0866	0.0538	0.0472	0.1654	0.4488	0.5197	0.5827	0.6056	0.0698	127
code	qwen3.5-9b	stepfinder.s44	0.0289	0.0787	0.0420	0.0787					0.0394	0.0551	0.0787	0.0551	0.0472	0.0709	0.1654	0.2047	0.2835	0.5824	0.0629	127
code	qwen3.5-9b	stepfinder.s45	0.0289	0.0787	0.0420	0.0787					0.0315	0.0394	0.0787	0.0486	0.0866	0.3071	0.3937	0.4488	0.5118	0.6580	0.0884	127
code	qwen3.5-9b	stepfinder.s46	0.0289	0.0787	0.0420	0.0787					0.0472	0.0630	0.0787	0.0604	0.0551	0.1496	0.4252	0.4961	0.5591	0.5312	0.0527	127
